"SeqNum","MOSTYP","MSKB1","MAANTH","MOSHOO","MGODPR","MGEMLE","MFALLE","MSKA","MAUT2","MFWEKI","MRELGE","MAUT1","MAUT0","MHHUUR","MOPLHO","MSKB2","MSKC","MGODRK","MGEMOM","MINKGE","PPERSA","PAANHA","PWAPAR","AMOTSC","AWAPAR","APERSA","Resp"
4249,12,3,2,10,0,6,0,6,0,1,0,4,2,0,0,0,2,7,0,1,0,0,0,0,0,0,0
4250,31,4,2,6,2,3,1,7,0,2,2,4,1,1,0,3,4,3,1,4,0,0,3,1,0,0,0
4251,3,2,2,8,0,4,1,4,3,2,1,2,3,1,1,1,6,3,0,2,0,0,0,0,0,0,0
4252,20,4,3,2,0,6,1,7,1,1,0,1,5,1,3,0,1,7,0,5,0,0,3,1,0,0,1
4253,12,3,3,10,2,3,0,4,2,2,0,2,2,0,0,0,7,2,0,1,0,0,0,0,0,0,0
4254,6,1,5,9,1,4,1,4,0,4,2,3,1,2,1,5,1,3,1,1,0,0,1,0,0,0,0
4255,17,3,3,1,0,6,1,7,1,4,1,3,2,1,4,3,2,5,1,3,0,0,0,0,0,0,0
4256,16,3,4,1,2,2,1,8,0,5,1,3,2,1,5,8,1,4,1,5,0,0,0,1,0,0,0
4257,33,3,3,6,0,8,0,9,0,4,0,2,2,2,6,4,0,0,2,6,0,0,4,0,0,0,0
4258,3,2,2,8,0,8,1,2,2,4,1,3,1,2,0,3,5,3,0,2,0,0,3,1,0,0,0
4259,19,3,3,2,3,4,2,9,0,4,3,3,1,2,9,0,0,5,2,4,0,0,4,1,0,0,0
4260,17,3,3,1,2,1,0,8,0,1,1,4,3,2,4,7,2,3,2,3,0,0,5,0,0,1,0
4261,20,2,2,2,0,3,2,5,3,6,1,6,1,1,1,1,6,3,1,5,0,0,0,0,0,0,0
4262,22,3,3,3,0,7,0,6,0,1,0,2,0,3,9,7,1,5,0,4,0,0,4,0,0,0,0
4263,16,2,3,1,0,4,0,5,2,3,3,2,0,4,6,3,3,2,2,5,0,0,4,0,0,0,0
4264,4,3,2,8,2,3,2,3,1,0,0,3,2,2,3,1,9,0,0,3,0,0,4,0,0,0,0
4265,4,2,2,8,2,2,1,4,3,5,1,6,1,1,4,2,2,3,1,3,0,0,0,0,0,0,0
4266,14,2,3,1,0,7,0,6,0,2,0,3,6,0,9,2,9,0,0,3,0,0,4,1,0,0,0
4267,26,2,5,4,0,7,0,7,0,7,2,3,0,3,9,3,2,2,0,6,0,0,0,0,0,0,0
4268,30,3,3,5,1,6,2,8,0,2,4,2,2,4,7,5,1,1,3,7,0,0,0,0,0,0,0
4269,28,3,3,5,1,4,1,7,1,5,0,2,2,0,4,4,0,9,0,8,0,0,3,1,0,0,0
4270,13,3,3,10,1,5,1,5,1,2,2,3,2,2,4,2,3,5,1,1,0,0,4,1,0,0,0
4271,15,2,4,1,0,3,2,5,2,5,0,1,3,1,4,2,2,5,2,6,0,0,2,0,0,0,0
4272,33,2,4,6,0,5,3,4,1,4,3,5,2,3,0,4,3,4,0,6,0,0,3,1,0,0,0
4273,22,3,3,3,0,7,1,8,1,5,0,3,2,1,6,3,2,7,1,4,0,0,6,0,0,0,0
4274,32,4,3,6,1,5,1,7,1,0,2,3,0,0,9,5,0,3,2,8,0,0,0,0,0,0,0
4275,20,3,3,2,1,4,1,6,2,3,1,3,3,1,1,1,3,5,1,5,0,0,0,0,0,0,0
4276,34,3,2,6,0,4,2,9,0,3,7,3,0,5,7,5,2,0,3,8,0,0,0,0,0,0,0
4277,14,3,3,1,0,4,0,7,0,1,0,3,6,0,5,1,3,4,0,3,0,0,3,1,0,0,0
4278,17,2,3,1,1,4,1,6,2,4,1,3,2,1,4,2,3,4,1,3,0,0,0,0,0,0,0
4279,21,4,3,3,1,4,1,6,0,3,0,0,0,4,9,3,0,1,0,3,0,0,5,1,0,0,0
4280,13,2,4,10,0,3,3,5,1,5,1,1,5,1,6,2,5,3,1,1,0,0,0,0,0,0,0
4282,13,3,3,10,0,5,1,7,1,2,1,2,3,1,4,2,4,4,1,1,0,0,2,0,0,0,0
4283,12,2,4,10,1,6,0,7,0,5,0,3,2,0,0,2,1,4,0,1,0,0,0,0,0,0,0
4284,14,4,2,1,0,5,1,8,1,1,0,5,2,0,7,0,1,7,1,3,0,0,0,0,0,0,0
4285,13,2,4,10,1,3,3,5,1,2,1,3,2,1,7,3,3,4,1,1,0,0,0,0,0,0,0
4286,33,3,3,6,1,4,1,6,1,3,2,3,2,3,5,5,2,2,1,6,0,0,4,0,0,0,0
4287,16,2,4,1,0,5,2,7,0,5,0,2,7,0,4,0,5,4,0,5,0,0,4,1,0,0,0
4288,10,3,4,10,2,4,0,7,0,3,1,3,3,1,8,2,0,7,0,3,0,0,2,1,0,0,0
4289,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,0,0,0,0,0
4290,13,4,3,10,2,7,0,6,1,1,0,3,2,1,9,2,0,4,1,1,0,0,0,0,0,0,1
4291,22,3,2,3,1,5,1,6,1,4,0,3,0,0,6,3,0,0,0,4,0,0,6,0,0,0,0
4292,14,3,3,1,0,4,1,7,0,3,0,0,3,2,6,2,5,4,0,3,0,0,0,1,0,0,0
4293,16,3,4,1,0,9,0,9,0,4,0,2,0,2,6,6,0,0,2,5,0,0,0,0,0,0,0
4294,30,3,2,5,1,3,1,5,1,2,2,3,2,2,3,4,2,4,1,8,0,0,4,1,0,0,0
4295,29,2,2,5,0,3,0,4,0,2,2,2,2,4,3,5,4,3,0,7,0,0,0,0,0,0,0
4296,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,0,0,0,0,0
4297,14,3,3,1,0,7,0,5,1,1,0,1,2,0,3,1,2,6,1,3,0,0,4,1,0,0,1
4298,18,4,3,1,0,5,3,7,2,2,1,5,2,2,6,3,1,0,0,4,0,0,2,1,0,0,0
4299,35,3,4,6,0,2,4,7,0,0,4,4,1,0,0,3,6,0,0,6,0,0,3,1,0,0,0
4300,14,2,4,1,2,5,0,9,0,6,0,7,0,2,6,3,2,4,0,3,0,0,3,1,0,0,0
4301,4,2,2,8,0,5,2,4,2,4,2,2,1,5,2,1,4,3,0,3,0,0,2,1,0,0,0
4302,19,4,2,2,2,4,2,7,1,0,1,4,4,0,7,3,4,2,0,4,0,0,0,0,0,0,0
4303,4,1,3,8,1,4,1,2,2,3,1,4,1,1,1,1,7,2,0,3,0,0,3,0,0,0,0
4304,14,3,3,1,0,2,3,6,3,3,0,1,6,0,6,0,3,5,1,3,0,0,4,1,0,0,0
4305,13,3,4,10,1,5,1,8,1,5,2,5,3,1,5,4,2,3,1,1,0,0,4,1,0,0,0
4306,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,0,0,0,0,0
4307,8,2,4,9,0,5,2,7,0,5,0,2,4,0,0,2,5,4,0,1,0,0,0,0,0,0,0
4308,2,3,3,8,1,4,1,6,2,3,1,3,3,1,1,1,3,5,1,1,0,0,0,0,0,0,0
4309,30,3,3,5,1,5,1,7,1,4,2,3,3,3,6,4,2,2,2,7,0,0,0,0,0,0,0
4311,14,3,3,1,0,3,0,7,0,4,0,0,5,0,4,0,4,5,0,3,0,0,0,0,0,0,0
4312,20,2,3,2,3,5,0,9,0,5,2,6,0,1,3,2,3,4,1,5,0,0,4,1,0,0,0
4313,17,2,4,1,2,4,2,7,0,4,1,3,1,1,7,4,2,5,0,3,0,0,0,1,0,0,1
4314,30,2,4,5,2,2,1,5,2,7,3,8,1,0,1,3,2,2,4,8,0,0,0,0,0,0,0
4315,4,2,1,8,0,5,0,0,6,5,0,4,2,2,0,0,5,2,0,3,0,0,2,1,0,0,0
4316,17,3,4,1,4,3,0,6,0,4,0,4,0,2,7,6,0,7,0,3,0,0,4,0,0,0,0
4317,25,3,3,4,0,6,1,6,0,4,3,4,2,1,6,2,0,4,0,6,2,0,0,0,0,0,0
4318,34,4,2,6,0,2,0,9,0,0,0,7,0,0,9,0,2,0,2,7,0,0,0,0,0,0,0
4319,5,2,3,8,1,5,1,4,1,2,1,2,3,1,4,1,5,3,0,2,0,0,0,0,0,0,0
4320,19,3,4,2,0,7,0,3,1,2,0,1,3,1,1,1,6,2,1,4,0,0,0,0,0,0,0
4321,30,3,3,5,2,6,0,9,0,3,5,5,0,3,9,7,0,5,4,7,0,0,0,0,0,0,0
4323,17,3,4,1,0,9,0,9,0,6,0,4,0,3,6,4,3,4,0,3,0,0,3,1,0,0,0
4324,27,3,3,4,1,4,2,7,0,4,1,6,1,0,3,2,3,3,1,3,0,0,4,0,0,0,1
4325,15,3,3,1,0,2,2,7,0,2,0,0,9,0,0,0,4,5,0,6,0,0,2,1,0,0,0
4326,13,3,3,10,1,4,2,7,1,3,1,2,3,2,5,2,1,4,1,1,0,0,3,1,0,0,0
4327,14,4,2,1,0,5,0,8,0,1,0,1,5,0,0,0,3,6,0,3,0,0,0,0,0,0,0
4328,35,3,4,6,0,2,4,7,0,0,4,4,1,0,0,3,6,0,0,6,0,0,0,0,0,0,0
4329,30,3,2,5,0,7,2,7,2,6,2,7,0,2,9,2,0,6,0,7,0,0,0,1,0,0,0
4330,21,3,4,3,0,7,0,6,0,2,0,1,0,3,9,7,2,5,0,3,0,0,0,0,0,0,0
4331,12,2,3,10,1,4,2,4,3,2,0,2,3,1,0,1,6,3,0,1,0,0,0,0,0,0,0
4332,16,2,4,1,0,4,1,5,1,4,2,4,1,3,4,4,3,2,1,5,0,0,0,0,0,0,0
4333,26,2,4,4,0,7,2,9,0,7,3,4,3,2,2,2,3,3,1,6,0,0,2,1,0,0,0
4334,25,1,4,4,1,5,2,4,0,3,3,2,2,3,4,5,3,3,0,6,0,0,6,1,0,0,0
4335,15,4,3,1,0,4,1,6,2,4,0,3,3,0,4,1,0,0,5,6,0,0,2,1,0,0,0
4337,4,3,2,8,2,2,2,5,1,2,0,4,3,1,7,1,2,6,0,3,0,0,0,1,0,0,0
4338,35,4,3,6,0,4,2,8,1,3,1,3,3,1,8,5,0,5,0,6,0,0,0,0,0,0,0
4339,5,2,2,8,2,3,2,2,2,3,4,6,0,1,0,4,6,2,0,2,0,0,2,1,0,0,0
4341,33,2,3,6,1,3,1,4,2,2,1,3,3,1,2,1,5,4,0,6,0,0,3,0,0,0,0
4342,31,3,3,6,1,4,0,6,0,3,2,4,3,1,4,3,1,4,0,4,0,0,2,1,0,0,0
4343,19,2,3,2,0,3,3,5,0,1,0,4,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0
4344,5,2,3,8,1,5,1,4,1,2,1,2,3,1,4,1,5,3,0,2,0,0,3,1,0,0,1
4345,35,2,2,6,0,4,0,3,2,3,1,4,2,0,2,0,3,4,1,7,0,0,4,1,0,0,0
4346,32,3,3,6,0,4,2,7,1,0,0,3,3,0,4,1,1,6,1,8,0,0,4,1,0,0,0
4347,33,2,3,6,0,6,1,7,1,8,5,1,4,5,0,5,0,5,0,6,0,0,0,0,0,0,0
4348,4,2,2,8,0,2,1,3,5,6,0,4,2,0,3,0,2,6,0,3,0,0,2,1,0,0,0
4349,16,4,3,1,1,4,2,7,1,0,0,0,5,0,0,2,0,4,0,5,0,0,0,0,0,0,0
4350,14,3,3,1,0,5,1,6,2,3,0,2,0,2,9,3,0,7,2,3,0,0,4,1,0,0,0
4351,28,4,3,5,1,4,1,7,1,3,4,9,0,3,9,4,0,3,2,8,0,0,0,0,0,0,0
4352,14,2,2,1,0,3,2,5,2,4,0,5,4,0,2,0,3,6,0,3,0,0,0,0,0,0,0
4353,17,2,5,1,1,4,2,3,0,3,2,3,2,1,1,4,7,1,0,3,0,0,3,1,0,0,0
4354,35,2,2,6,0,9,0,4,0,0,5,9,0,0,4,5,0,9,0,6,0,0,0,0,0,0,0
4355,12,2,3,10,0,6,0,3,0,4,0,2,4,1,0,4,5,3,0,1,0,0,0,0,0,0,0
4356,30,3,3,5,2,5,2,7,2,2,4,5,2,2,9,5,1,2,0,7,0,0,2,0,0,0,0
4357,34,3,2,6,0,4,0,9,0,2,3,3,3,3,0,3,0,6,2,7,0,0,2,1,0,0,0
4358,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,4,1,0,0,0
4359,5,2,2,8,3,4,1,1,3,3,1,3,1,1,1,3,5,3,1,2,0,0,1,1,0,0,0
4360,14,3,3,1,1,6,0,7,0,4,2,3,2,2,5,2,1,4,0,3,0,0,3,1,0,0,0
4362,11,2,4,10,1,4,2,6,1,5,0,0,0,0,4,2,0,7,2,2,0,0,0,1,0,0,0
4363,14,3,2,1,0,5,1,7,0,2,1,2,5,1,8,1,0,4,0,3,0,0,0,0,0,0,1
4364,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,0,0,0,0,0
4365,14,4,3,1,2,5,0,9,0,3,2,4,2,2,9,2,0,6,0,3,0,0,4,1,0,0,1
4366,14,3,3,1,0,6,1,6,0,3,1,4,2,1,7,2,0,4,0,3,0,0,0,0,0,0,0
4367,13,3,3,10,0,7,0,7,0,4,0,2,7,0,0,0,3,4,2,1,0,0,2,1,0,0,0
4368,31,2,4,6,0,4,4,7,0,5,0,4,2,0,0,2,2,7,0,4,0,0,3,0,0,0,0
4369,17,1,4,1,1,5,2,4,0,3,3,2,2,3,4,5,3,3,0,3,0,0,5,1,0,0,0
4370,16,2,3,1,0,4,4,7,2,7,0,4,1,1,2,2,5,3,0,5,0,0,4,1,0,0,0
4371,1,2,3,8,1,4,2,6,2,4,1,3,2,1,0,1,3,3,1,2,0,0,0,0,0,0,0
4372,23,2,4,4,0,5,2,9,0,2,5,2,0,1,9,4,0,1,5,8,0,0,4,1,0,0,0
4373,4,2,2,8,0,5,2,5,4,7,0,7,2,0,9,0,0,2,0,3,0,0,3,1,0,0,0
4374,25,2,3,4,3,3,1,8,1,7,4,1,1,6,9,5,3,3,0,6,0,0,0,0,0,0,0
4375,4,2,2,8,2,2,2,5,1,4,0,4,3,1,6,1,3,5,0,3,0,0,3,1,0,0,0
4376,20,3,3,2,1,4,1,6,2,3,1,3,3,1,1,1,3,5,1,5,0,0,3,1,0,0,0
4377,23,2,4,4,4,5,1,9,0,4,3,1,1,3,9,9,0,0,3,8,0,0,0,0,0,0,0
4378,35,3,2,6,1,2,2,7,2,4,4,5,2,5,2,4,1,4,1,6,0,0,3,1,0,0,0
4379,5,3,2,8,1,4,2,7,1,3,1,2,5,0,1,2,2,5,1,2,0,0,0,0,0,0,0
4380,14,2,4,1,0,5,2,9,0,6,7,0,0,6,9,7,0,2,2,3,0,0,0,0,0,0,0
4381,28,4,3,5,0,4,0,8,0,2,2,4,2,3,9,4,1,7,1,8,0,0,0,0,0,0,0
4382,15,3,3,1,0,9,0,5,0,3,0,0,3,1,5,2,6,2,0,6,0,0,4,1,0,0,0
4383,25,2,4,4,2,7,0,6,1,6,0,5,0,1,9,3,4,4,2,6,0,0,0,0,0,0,0
4384,33,2,3,6,8,0,0,5,2,4,3,4,2,2,7,3,3,3,1,7,0,0,3,1,0,0,0
4385,4,1,2,8,1,4,1,2,2,3,1,2,2,2,2,2,4,3,1,3,0,0,2,1,0,0,0
4387,31,3,3,6,1,3,1,6,2,3,2,4,1,1,0,2,3,3,0,5,0,0,3,0,0,0,0
4388,5,2,5,8,1,5,1,4,1,3,1,3,3,1,1,1,5,3,0,2,0,0,0,0,0,0,0
4389,25,2,4,4,0,2,0,6,0,3,4,0,2,5,9,7,1,3,0,6,0,0,4,1,0,0,0
4390,17,2,3,1,2,3,2,6,1,4,1,4,3,1,4,2,3,3,1,3,0,0,0,0,0,0,0
4391,19,2,1,2,0,2,4,7,0,7,4,1,4,4,2,3,1,1,1,4,0,0,2,1,0,0,0
4392,33,2,4,6,0,7,0,6,0,2,3,0,4,3,8,2,4,3,2,6,0,0,1,1,0,0,0
4393,22,3,3,3,1,7,1,8,1,3,1,2,3,2,8,4,2,3,1,4,0,0,0,0,0,0,0
4394,19,2,2,2,0,3,1,8,0,1,1,2,3,1,0,0,7,2,0,4,0,0,3,1,0,0,0
4395,3,3,3,8,0,5,0,7,0,2,2,1,1,2,5,2,0,6,0,2,0,0,6,1,0,0,0
4396,13,2,3,10,0,5,1,6,0,3,0,4,0,0,0,0,6,2,0,1,0,0,2,1,0,0,0
4397,5,2,5,8,1,5,1,4,1,3,1,3,3,1,1,1,5,3,0,2,0,0,0,0,0,0,0
4398,19,2,3,2,1,5,1,5,1,3,2,2,4,1,5,2,3,5,0,4,0,0,0,0,0,0,0
4399,5,2,1,8,0,3,2,4,2,5,1,6,1,0,0,1,7,1,0,2,0,0,0,0,0,0,0
4400,40,2,3,7,1,2,1,3,2,3,5,3,0,5,2,2,5,1,1,2,0,0,0,0,0,0,0
4401,14,2,2,1,2,2,4,2,5,5,0,4,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0
4402,19,2,3,2,0,6,0,7,0,6,2,4,0,2,3,5,0,1,2,4,0,0,0,0,0,0,0
4403,25,2,4,4,0,4,0,7,0,6,3,2,0,6,3,6,2,4,1,6,0,0,4,1,0,0,0
4404,31,2,3,6,0,6,1,7,1,1,5,5,1,1,0,5,0,5,0,4,0,0,0,0,0,0,0
4405,39,2,2,7,3,1,2,2,3,2,4,3,1,3,2,3,5,3,1,6,0,0,0,1,0,0,0
4406,14,3,2,1,0,4,0,9,0,3,0,2,5,0,9,0,1,5,0,3,0,0,0,0,0,0,0
4407,28,3,3,5,2,2,0,7,1,3,5,4,1,5,8,9,0,0,4,8,0,0,4,0,0,0,0
4408,22,2,3,3,0,9,0,5,0,3,0,0,3,0,9,2,6,3,0,4,2,0,6,0,1,0,0
4409,3,2,2,8,0,7,2,9,0,3,1,3,3,1,1,2,1,4,3,2,0,0,2,1,0,0,0
4410,31,4,3,6,1,3,1,7,1,2,1,3,3,0,1,2,2,6,1,4,0,0,2,0,0,0,0
4411,23,2,5,4,1,5,2,5,1,8,6,1,1,5,8,4,1,1,3,8,0,0,4,1,0,0,0
4412,34,4,2,6,0,2,0,9,0,0,0,7,0,0,9,0,2,0,2,7,0,0,4,0,0,0,0
4413,14,3,3,1,0,7,0,7,0,4,0,4,3,1,5,1,3,3,1,3,0,0,5,0,0,0,0
4415,18,2,2,1,0,4,2,3,2,4,0,7,0,0,2,0,4,5,0,4,0,0,4,1,0,0,0
4416,17,2,3,1,1,4,1,6,2,4,1,3,2,1,4,2,3,4,1,3,0,0,0,0,0,0,0
4417,12,2,4,10,0,4,0,5,2,3,0,1,4,1,1,1,5,4,1,1,0,0,3,1,0,0,0
4418,25,3,3,4,1,6,1,5,1,5,0,0,5,0,9,2,3,4,1,6,0,0,5,1,0,0,1
4419,19,3,2,2,0,6,1,7,1,4,1,1,4,1,4,5,0,4,1,4,0,0,4,1,0,0,0
4420,14,2,3,1,0,9,0,9,0,5,0,1,8,0,8,0,1,4,5,3,0,0,3,0,0,0,0
4421,30,3,3,5,0,3,0,7,2,4,4,4,0,3,4,7,0,2,2,7,0,0,0,0,0,0,0
4422,33,3,3,6,1,4,2,5,2,4,2,3,2,1,8,3,1,4,2,6,0,0,4,1,0,0,1
4423,10,1,3,10,2,1,2,2,0,2,0,0,3,0,1,2,7,1,0,3,0,0,3,1,0,0,0
4424,16,3,3,1,1,7,1,7,0,2,4,2,1,4,8,4,2,3,1,5,0,0,4,1,0,0,1
4425,35,3,3,6,0,3,0,7,0,2,2,6,0,1,3,1,2,6,0,6,0,0,3,0,0,0,0
4426,25,2,3,4,0,6,1,5,0,3,1,6,1,1,7,2,0,5,0,6,0,0,4,0,0,0,0
4427,20,2,2,2,0,6,1,5,1,2,0,2,3,0,3,1,8,1,0,5,0,0,4,0,0,0,0
4428,11,1,5,10,0,7,1,5,0,2,1,1,1,1,1,0,3,6,0,2,0,0,0,0,0,0,0
4429,4,1,3,8,0,5,0,0,6,2,0,4,2,1,0,0,5,2,0,3,0,0,2,1,0,0,0
4431,15,3,2,1,0,7,0,7,2,4,0,2,4,0,7,0,0,5,0,6,0,0,4,1,0,0,0
4432,31,3,3,6,0,4,0,5,0,0,0,5,4,0,3,0,5,0,2,4,0,0,0,0,0,0,0
4433,6,2,3,9,0,4,3,5,2,5,1,3,2,1,3,1,4,2,0,1,0,0,2,1,0,0,0
4434,28,3,2,5,0,3,3,5,2,2,2,6,0,1,9,5,2,3,0,8,0,0,4,1,0,0,0
4435,32,4,2,6,0,5,0,9,0,3,0,4,5,0,6,4,2,7,0,8,0,0,0,0,0,0,0
4436,35,3,2,6,0,7,2,7,2,6,2,7,0,2,9,2,0,6,0,6,0,0,0,0,0,0,0
4438,19,3,3,2,1,5,1,5,1,2,2,3,2,2,4,2,3,5,1,4,0,0,0,0,0,0,0
4439,29,3,3,5,1,5,0,7,0,4,4,4,0,2,2,4,1,1,0,6,0,0,2,1,0,0,0
4440,5,4,2,8,0,5,1,8,1,2,1,5,1,0,2,0,2,6,0,2,0,0,1,0,0,0,0
4442,30,4,3,5,1,4,1,7,1,0,3,9,0,3,9,4,0,0,0,7,0,0,4,1,0,0,0
4443,32,3,2,6,0,6,2,7,0,3,3,4,3,2,8,4,2,4,2,8,0,0,4,1,0,0,0
4444,30,3,3,5,2,6,0,9,0,3,5,5,0,3,9,7,0,5,4,7,0,0,1,1,0,0,1
4445,14,2,4,1,1,4,4,5,0,5,0,2,3,1,6,0,1,7,0,3,0,0,3,1,0,0,0
4446,11,4,4,10,0,2,0,6,3,3,3,0,0,4,9,4,3,4,0,1,0,0,0,0,0,0,0
4448,19,3,3,2,1,5,1,5,1,2,2,3,2,2,4,2,3,5,1,4,0,0,0,0,0,0,0
4449,30,4,3,5,2,5,1,8,1,3,3,3,2,3,8,5,1,4,1,7,0,0,4,1,0,0,0
4450,25,2,4,4,0,3,2,6,0,4,2,2,0,3,2,5,3,2,0,6,0,0,0,0,0,0,0
4451,30,3,3,5,2,6,0,9,0,3,5,5,0,3,9,7,0,5,4,7,0,0,3,1,0,0,0
4453,14,2,4,1,0,2,0,9,0,6,0,2,4,0,0,0,5,4,0,3,0,0,4,0,0,0,0
4454,20,2,4,2,0,7,0,7,0,5,2,0,2,3,9,3,0,7,0,5,0,0,6,0,0,0,0
4455,13,2,4,10,1,3,3,5,1,2,1,3,2,1,7,3,3,4,1,1,0,0,0,1,0,0,0
4456,11,2,4,10,1,4,2,6,2,7,2,2,2,2,2,4,3,2,1,2,0,0,3,0,0,0,0
4457,13,3,3,10,0,6,0,7,0,5,2,3,3,3,7,7,0,5,0,1,0,0,1,0,0,0,0
4458,20,2,2,2,1,4,1,2,2,3,1,2,2,2,2,2,4,3,1,5,0,0,3,0,0,0,1
4459,22,4,2,3,1,5,1,6,1,3,0,2,0,0,7,3,0,0,0,4,0,0,4,1,0,0,0
4460,31,2,3,6,2,3,1,5,2,4,1,4,3,1,1,1,2,5,1,4,0,0,3,1,0,0,0
4461,17,3,3,1,1,4,1,6,1,3,2,3,2,3,5,5,2,2,1,3,0,0,4,1,0,0,0
4462,33,3,3,6,0,8,0,9,0,4,0,2,2,2,6,4,0,0,2,6,0,0,5,0,0,0,0
4463,5,2,2,8,0,4,1,2,3,4,1,2,2,1,1,1,5,4,0,2,0,0,2,0,0,0,0
4464,20,2,4,2,0,4,1,6,2,5,0,4,3,1,3,4,2,2,0,5,0,0,4,0,0,0,0
4466,35,4,3,6,0,4,2,8,1,3,1,3,3,1,8,5,0,5,0,6,0,0,0,0,0,0,0
4467,14,2,4,1,0,4,2,2,2,2,0,2,0,0,2,2,7,2,0,3,0,0,1,0,0,0,0
4468,3,1,4,8,0,7,1,7,1,4,4,6,3,1,0,4,5,3,0,2,0,0,3,1,0,0,0
4469,34,3,2,6,4,1,0,6,3,4,5,3,1,4,9,7,0,3,3,7,0,0,0,0,0,0,0
4470,33,2,3,6,1,5,1,5,1,3,2,2,4,1,5,2,3,5,0,6,0,0,4,0,0,0,0
4471,27,2,4,4,1,5,2,5,1,5,4,2,2,4,8,4,1,2,3,3,0,0,0,1,0,0,0
4472,6,2,4,9,0,5,2,6,0,6,1,5,2,1,2,0,5,2,0,1,0,0,2,1,0,0,0
4473,28,3,3,5,2,4,1,6,1,3,3,4,1,3,6,3,2,3,2,8,0,0,4,0,0,1,0
4474,6,2,3,9,0,5,2,4,2,4,1,3,2,2,3,1,4,3,0,1,0,0,0,1,0,0,0
4475,19,3,3,2,0,4,0,9,0,4,1,3,5,1,5,2,2,5,1,4,0,0,4,1,0,0,0
4476,31,3,3,6,0,5,0,7,0,4,0,7,0,0,0,0,4,5,0,4,0,0,0,0,0,0,0
4477,17,3,2,1,2,5,0,9,0,3,4,0,0,9,9,7,0,0,0,3,0,0,4,1,0,0,0
4478,15,4,2,1,0,7,0,7,2,4,0,2,3,0,7,0,0,5,0,6,0,0,1,0,0,0,0
4479,20,5,3,2,0,6,0,9,0,3,0,3,6,0,6,0,6,0,0,5,0,0,3,0,0,0,0
4480,22,3,3,3,0,7,1,8,1,5,0,3,2,1,6,3,2,7,1,4,0,0,0,0,0,0,0
4481,3,2,2,8,0,4,2,0,5,5,0,2,4,0,0,0,4,2,0,2,0,0,3,1,0,0,0
4482,31,3,3,6,0,1,3,7,0,2,0,1,5,2,0,2,3,4,0,4,0,0,0,0,0,1,0
4483,14,2,4,1,0,7,0,4,2,2,0,0,0,2,5,0,3,2,0,3,0,0,0,0,0,0,0
4484,2,1,2,8,2,2,2,6,0,3,0,3,1,0,0,0,4,5,0,1,0,0,2,1,0,0,0
4485,14,2,3,1,1,4,1,6,2,4,1,3,2,1,4,2,3,4,1,3,0,0,3,1,0,0,0
4486,17,2,4,1,0,5,0,9,0,7,3,0,0,3,9,7,5,0,3,3,0,0,1,1,0,0,0
4487,20,3,2,2,0,5,0,7,0,1,0,3,3,0,0,0,2,6,0,5,0,0,3,1,0,0,0
4489,21,2,4,3,0,6,0,6,0,4,0,1,0,2,9,7,3,6,0,3,0,0,4,1,0,0,0
4490,29,3,2,5,1,3,1,6,3,4,2,4,2,3,1,4,1,4,1,6,0,0,0,0,0,0,0
4491,35,3,2,6,1,3,2,7,1,2,2,5,1,2,3,4,1,4,1,6,0,0,0,0,0,0,0
4492,17,2,3,1,1,4,1,6,2,4,1,3,2,1,4,2,3,4,1,3,0,0,4,1,0,0,0
4493,9,2,5,9,0,6,0,5,2,5,1,1,3,0,2,4,0,5,0,1,0,0,2,0,0,0,0
4494,18,2,3,1,1,4,1,5,1,3,0,4,2,1,7,2,3,3,0,4,0,0,0,0,0,0,0
4495,15,4,2,1,0,7,0,7,2,4,0,2,3,0,7,0,0,5,0,6,0,0,0,0,0,0,0
4496,11,2,4,10,2,6,2,2,0,3,0,1,1,0,8,0,4,3,0,2,0,0,0,0,0,0,0
4497,35,4,3,6,0,5,0,9,0,4,2,4,0,0,4,2,4,0,0,6,0,0,4,0,0,0,0
4498,3,2,3,8,1,5,2,5,2,5,2,2,3,2,0,2,3,1,1,2,0,0,0,0,0,0,0
4499,31,3,2,6,0,4,1,6,1,2,1,3,3,0,1,0,6,2,0,4,0,0,0,0,0,0,0
4500,5,2,2,8,0,2,2,4,2,5,1,2,4,0,0,2,3,4,0,2,0,0,2,1,0,0,0
4501,22,3,2,3,1,5,1,6,1,4,0,3,0,0,6,3,0,0,0,4,0,0,6,0,0,0,0
4502,25,1,5,4,1,4,1,7,1,1,0,2,0,5,8,4,4,1,4,6,0,0,3,1,0,0,0
4503,18,2,3,1,1,4,1,7,1,4,0,9,0,0,2,4,5,3,0,4,0,0,0,0,0,0,0
4504,12,2,3,10,3,5,0,9,0,6,3,7,0,1,4,2,2,4,1,1,0,0,3,1,0,0,0
4505,30,3,3,5,1,6,2,7,0,2,4,2,1,5,7,5,1,2,2,7,0,0,3,0,0,0,0
